Date_x,Cases/100k_VENUSTIANO CARRANZA,PM10,Date_x,Cases/100k_VENUSTIANO CARRANZA_GF,cases2,PM10_fg,PM10_sd,pm_1,pm_2,pm_3,pm_4,cases_wo,PM10_wo,cases_wo_original,PM10_wo_original
12 10 2016,5.383101275,,12 10 2016,7.447286566,-3.645248946,0,0.0135625,6.476853835,19.33159399,6.562612322,27.2415947,6.562612322,27.2415947,5.383101275,51.8
12 11 2016,7.957627972,,12 11 2016,8.296178232,2.155300132,0,4.80185,6.573970331,26.44846786,6.586211036,36.54358209,6.586211036,36.54358209,7.957627972,51.8
12 12 2016,11.23429831,,12 12 2016,5.499820953,1.783655501,0.0135625,31.00106818,6.6370128,35.94472224,6.549030858,47.51481272,6.549030858,47.51481272,11.23429831,51.8
12 13 2016,9.127867379,,12 13 2016,4.858763806,0.609320255,4.828975,-29.72690681,6.547649976,47.23755617,6.62162248,57.82648566,6.62162248,57.82648566,9.127867379,51.8
12 14 2016,7.021436445,,12 14 2016,6.001362159,-4.023915013,40.64545568,-9.726468182,6.462429798,59.36215974,6.72495462,65.49465541,6.72495462,65.49465541,7.021436445,51.8
12 15 2016,8.893819498,,12 15 2016,7.753280767,4.917814087,46.73502955,10.35687613,6.854787667,66.87974107,6.903797293,70.41547646,6.903797293,70.41547646,8.893819498,51.8
12 16 2016,5.149053393,,12 16 2016,5.481284361,-2.035444212,43.09813523,9.935681817,6.857646395,70.24206542,6.8551588,72.82323882,6.8551588,72.82323882,5.149053393,51.8
12 17 2016,4.68095763,,12 17 2016,8.127102043,-4.473567803,49.81811705,-4.066044319,6.998957818,74.12462289,6.609174476,73.66978507,6.609174476,73.66978507,4.68095763,51.8
12 18 2016,5.851197038,45.20833333,12 18 2016,8.737475513,3.251135717,66.47378069,-1.951819322,6.708872187,74.10302814,6.34715453,71.33811694,6.34715453,71.33811694,5.851197038,45.20833333
12 19 2016,8.425723735,47.625,12 19 2016,4.874281181,5.097703288,79.0634,-7.070474993,6.119693424,72.78170419,6.175169459,66.72471374,6.175169459,66.72471374,8.425723735,47.625
12 20 2016,4.68095763,41.72727273,12 20 2016,4.262222566,-5.460220051,89.7012,-26.56455,6.212897978,67.12961848,5.805647977,58.35496038,5.805647977,58.35496038,4.68095763,41.72727273
12 21 2016,8.425723735,48.54166667,12 21 2016,8.747867239,-0.328252154,93.268525,23.0019625,6.192916976,60.26281856,5.034965082,48.52367071,5.034965082,48.52367071,8.425723735,48.54166667
12 22 2016,9.361915261,67.16666667,12 22 2016,7.77329186,0.928865827,70.2713,-20.6138212,5.011128977,47.6724441,3.962825172,37.63483636,3.962825172,37.63483636,9.361915261,67.16666667
12 23 2016,4.446909749,79.16666667,12 23 2016,6.470464328,-1.109316744,70.2760375,28.16664293,3.900849293,37.63574946,2.994304946,28.57770047,2.994304946,28.57770047,4.446909749,79.16666667
12 24 2016,3.510718223,90.08333333,12 24 2016,6.096502623,2.396767331,49.66695381,-25.28327228,2.976497246,27.59631553,2.176200607,20.14115264,2.176200607,20.14115264,3.510718223,90.08333333
12 25 2016,9.595963142,97.375,12 25 2016,4.613224173,-2.317846385,57.22451304,19.86051358,2.1055683,20.50103641,1.403036805,13.17018755,1.403036805,13.17018755,9.595963142,97.375
12 26 2016,7.72358009,66.04166667,12 26 2016,5.526713055,-2.242646801,39.4988,-38.63249728,1.446536275,12.32610598,0.723880006,6.581763096,0.723880006,6.581763096,7.72358009,66.04166667
12 27 2016,6.319292801,74.29166667,12 27 2016,4.122355552,3.17298713,41.63360054,31.37623044,0.657005839,6.683420264,0.241764775,2.473748602,0.241764775,2.473748602,6.319292801,74.29166667
12 28 2016,6.319292801,44.66666667,12 28 2016,0.475351247,0.472683102,5.135903804,5.107028804,0.068097903,0.735763043,0.022762828,0.245941848,0.022762828,0.245941848,6.319292801,44.66666667
12 29 2016,4.212861867,61.875,12 29 2016,0.001334073,0.001334073,0.0144375,0.0144375,0.000190582,0.0020625,6.35E-05,0.0006875,6.35E-05,0.0006875,4.212861867,61.875
12 30 2016,5.851197038,35.30434783,12 30 2016,0,0,0,0,0,0,0,0,5.8,5.8,5.851197038,35.30434783
12 31 2016,4.446909749,48.125,12 31 2016,0,0,0,0,0,0,0,0,5.8,5.8,4.446909749,48.125
